,country_name,year,population,gdp,rural_population_percent,electricity_access_percent,project_cost,gdp_per_capita
631,Guatemala,1998,0.0014836995964776774,0.00024465552022056355,0.5679667718004531,0.7022305837768172,0.005376334962919975,0.08908760657690426
632,Guatemala,1999,0.001518422098910952,0.00023104424045542564,0.5634800764070899,0.7089708970903595,0.0005656322948890031,0.08175294733245807
633,Guatemala,2000,0.0015547287131962924,0.00024330757462118782,0.5589822753320598,0.7331553655371502,0.0009417777709901902,0.08424673893066545
634,Guatemala,2001,0.0015919582879080794,0.00023590185830806392,0.55448447425703,0.7372999323864038,0.0023332332164171378,0.07945864232978032
635,Guatemala,2002,0.001629445520173622,0.00026210974600535635,0.5499866731819999,0.7866570457050474,0.011004376297065556,0.08675532510068007
636,Guatemala,2003,0.0016669053662802544,0.0002765292671928207,0.5454666607436364,0.7851005500554858,0.003416136244982134,0.08965331470491182
637,Guatemala,2005,0.001742468934542613,0.00034342648062111195,0.5362711563235751,0.7826335215313499,0.0028281614744450154,0.10761625988039755
638,Guatemala,2006,0.0017803688340388717,0.00038158923024871576,0.5315956643418772,0.8372937093713008,0.007729365309658227,0.11754311451773143
639,Guatemala,2007,0.001818332143541213,0.00043064507025897177,0.5268646439518457,0.8057722031973169,0.005662544904133811,0.13050182812095737
640,Guatemala,2008,0.0018563889945203207,0.0004941316976793446,0.5220892008351472,0.8176566313862021,0.006221955243779035,0.14740022630964492
641,Guatemala,2009,0.0018946046048705183,0.00047640298044431965,0.517258229310115,0.8297513467170832,0.015776615969044075,0.13891864135950002
642,Guatemala,2010,0.001933019283803698,0.0005219550622907494,0.5123828350584159,0.8420262863692249,0.0028394741203427954,0.14961185913850605
643,Guatemala,2011,0.001971877497985338,0.0006017747677417342,0.5074741237617164,0.8402481648168387,0.0009191524791946301,0.16985992500705813
644,Guatemala,2012,0.002010885298179216,0.0006363200108275241,0.5025098840566833,0.8669968162590712,0.005727309801898601,0.17634440637832335
645,Guatemala,2014,0.0020896875977871056,0.0007416368400995044,0.4924814535116165,0.8549292029206162,0.00972180506840474,0.19849866294934976
646,Guatemala,2015,0.002129191495906081,0.0008053950033938922,0.48741726267158275,0.9050534478498802,1.272672663500257e-05,0.21195339710222755
647,Guatemala,2016,0.002168718026107481,0.0008672674805485263,0.4823197547865487,0.9177840605107268,0.007070403686112539,0.2244150773152562
648,Guinea,1990,0.0008285425256363727,3.324925187467908e-05,0.7489005375149927,0.06419709105976946,0.005599759719401131,0.017368741319739332
649,Guinea,1992,0.0009086114853129714,4.105916086815667e-05,0.7425147705566167,0.085096965280238,0.005712886178378932,0.020256000362147735
650,Guinea,1994,0.0009899912309231246,4.230510918738203e-05,0.7360623695082403,0.10586935387464201,0.001431049706069178,0.018822477692896356
651,Guinea,1995,0.001025688118159479,4.6229397424911876e-05,0.7328084047798854,0.11613317475133572,0.0014112525757480627,0.020160702405503945
